,line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
2619,21,"address['netmask'] = socket.inet_ntoa(struct.pack('!L', netmask_bin))",0,1,69,0,0,0,0,0,0
2620,23,if len(words) > 5:,0,1,18,0,0,0,0,0,0
2621,24,address['broadcast'] = words[3],0,1,31,0,0,0,0,0,0
2622,26,else:,0,1,5,0,0,0,0,0,0
2623,28,"if re.match('([0-9a-f]){8}', words[3]) and len(words[3]) == 8:",0,1,62,1,1,0,0,0,0
2624,29,words[3] = '0x' + words[3],0,0,26,0,1,0,0,0,0
2625,30,if words[3].startswith('0x'):,0,1,29,0,0,0,0,0,0
2626,31,"address['netmask'] = socket.inet_ntoa(struct.pack('!L', int(words[3], base=16)))",0,1,80,0,0,0,0,0,0
2627,32,else:,0,1,5,0,0,0,0,0,0
2628,34,address['netmask'] = words[3],0,1,29,0,0,0,0,0,0
2629,36,"address_bin = struct.unpack('!L', socket.inet_aton(address['address']))[0]",1,0,74,0,0,0,0,0,1
2630,37,"netmask_bin = struct.unpack('!L', socket.inet_aton(address['netmask']))[0]",1,1,74,0,0,0,0,0,1
2631,38,"address['network'] = socket.inet_ntoa(struct.pack('!L', address_bin & netmask_bin))",0,1,83,0,0,0,0,1,0
2632,39,if 'broadcast' not in address:,0,1,30,0,0,0,0,0,0
2633,41,if len(words) > 5:,0,1,18,0,0,0,0,0,0
2634,42,address['broadcast'] = words[5],0,1,31,0,0,0,0,0,0
2635,43,else:,0,1,5,0,0,0,0,0,0
2636,44,"address['broadcast'] = socket.inet_ntoa(struct.pack('!L', address_bin | (~netmask_bin & 0xffffffff)))",0,1,101,0,0,0,0,1,0
2637,47,if not words[1].startswith('127.'):,0,1,35,0,0,0,0,0,0
2638,49,    current_if['ipv4'].append(address),0,1,38,0,0,1,0,0,0
2639,5,import sys,0,1,10,0,0,0,0,0,0
2640,6,from inline import Here,0,1,23,0,0,0,0,0,0
2641,14,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
2642,16,"nums = [""3122323312"", ""3133321223"",",0,0,35,0,0,0,0,0,0
2643,17,"""1233312133"", ""3222221311"",",0,0,27,0,0,0,0,0,0
2644,18,"""3232331332"", ""1131133232"",",0,0,27,0,0,0,0,0,0
2645,19,"""3231133311"", ""1322121111"",",0,0,27,0,0,0,0,0,0
2646,20,"""1111111331"", ""3112121333""]",0,0,27,0,0,0,0,0,0
2647,22,"ansm = [""00ff000000"", ""00fff00000"",",0,0,35,0,0,0,0,0,0
2648,23,"""00fff00000"", ""0fffff0000"",",0,0,27,0,0,0,0,0,0
2649,24,"""0000ff0000"", ""00000ff000"",",0,0,27,0,0,0,0,0,0
2650,25,"""00000fff00"", ""000000ffff"",",0,0,27,0,0,0,0,0,0
2651,26,"""fffffff000"", ""0000000fff""]",0,0,27,0,0,0,0,0,0
2652,28,"idx = [2, 2, 2, 1, 4, 5, 5, 6, 0, 7]",0,0,36,0,0,0,0,0,0
2653,30,for iter in range(10):,0,1,22,0,0,0,0,0,0
2654,32,curr_n = list(nums[iter]),1,0,25,0,0,0,0,0,1
2655,33,mask_idx = idx[iter],1,1,20,0,0,0,0,0,1
2656,34,mask = curr_n[mask_idx],1,1,23,0,0,0,0,0,1
2657,35,while((mask_idx < 10) and (curr_n[mask_idx] == mask)):,0,1,54,0,0,0,0,0,0
2658,36,"curr_n[mask_idx] = ""0""",0,1,22,0,0,0,0,0,0
2659,37,mask_idx += 1,1,1,13,0,1,0,0,0,1
2660,40,"num_a = """".join(curr_n)",0,0,23,0,0,0,1,0,0
2661,42,"print(str(int(num_a, 16)))",0,0,26,0,0,0,0,0,0
2662,0,from inline import Here,0,1,23,0,0,0,0,0,0
2663,2,def final_hash(self):,0,1,21,0,0,0,0,0,0
2664,3,"""""""",0,0,3,0,0,0,0,0,0
2665,4,"Calls all the other methods to process the input. Pads the data, then splits into",0,0,81,0,0,0,0,0,0
2666,5,blocks and then does a series of operations for each block (including expansion).,0,1,81,0,0,0,0,0,0
2667,6,"For each block, the variable h that was initialized is copied to a,b,c,d,e",0,1,74,0,0,0,0,0,0
2668,7,"and these 5 variables a,b,c,d,e undergo several changes. After all the blocks are",0,0,81,0,0,0,0,0,0
2669,8,"processed, these 5 variables are pairwise added to h ie a to h[0], b to h[1] and so on.",0,0,87,0,0,0,0,0,0
2670,9,This h becomes our final hash which is returned.,0,1,48,0,0,0,0,0,0
2671,10,"""""""",0,0,3,0,0,0,0,0,0
2672,11,self.padded_data = self.padding(),1,0,33,0,0,0,0,0,1
2673,12,self.blocks = self.split_blocks(),1,0,33,0,0,0,0,0,1
2674,13,for block in self.blocks:,0,1,25,0,0,0,0,0,0
2675,14,expanded_block = self.expand_block(block),1,0,41,0,0,0,0,0,1
2676,15,"a, b, c, d, e = self.h",0,0,22,0,0,0,0,0,0
2677,16,"for i in range(0, 80):",0,1,22,0,0,0,0,0,0
2678,17,if 0 <= i < 20:,0,1,15,0,0,0,0,0,0
2679,18,f = (b & c) | ((~b) & d),1,0,24,0,0,0,0,1,0
2680,20,k = 0x5A827999,1,0,14,0,0,0,0,0,1
2681,21,elif 20 <= i < 40:,0,1,18,0,0,0,0,0,0
2682,22,f = b ^ c ^ d,1,0,13,0,0,0,0,1,1
2683,24,k = 0x6ED9EBA1,1,0,14,0,0,0,0,0,1
2684,25,elif 40 <= i < 60:,0,1,18,0,0,0,0,0,0
2685,26,f = (b & c) | (b & d) | (c & d),1,0,31,0,0,0,0,1,0
2686,28,k = 0x8F1BBCDC,1,0,14,0,0,0,0,0,1
2687,29,elif 60 <= i < 80:,0,1,18,0,0,0,0,0,0
2688,30,f = b ^ c ^ d,1,0,13,0,0,0,0,1,1
2689,32,k = 0xCA62C1D6,1,0,14,0,0,0,0,0,1
2690,33,"a, b, c, d, e = (",0,0,17,0,0,0,0,0,0
2691,34,"self.rotate(a, 5) + f + e + k + expanded_block[i] & 0xFFFFFFFF,",0,0,63,0,1,0,0,1,0
2692,35,"a,",0,0,2,0,0,0,0,0,0
2693,36,"self.rotate(b, 30),",0,0,19,0,0,0,0,0,0
2694,37,"c,",0,0,2,0,0,0,0,0,0
2695,38,"d,",0,0,2,0,0,0,0,0,0
2696,39,),0,0,1,0,0,0,0,0,0
2697,40,self.h = (,0,0,10,0,0,0,0,0,0
2698,41,"self.h[0] + a & 0xFFFFFFFF,",0,0,27,0,1,0,0,1,0
2699,42,"self.h[1] + b & 0xFFFFFFFF,",0,0,27,0,1,0,0,1,0
2700,43,"self.h[2] + c & 0xFFFFFFFF,",0,0,27,0,1,0,0,1,0
2701,44,"self.h[3] + d & 0xFFFFFFFF,",0,0,27,0,1,0,0,1,0
2702,45,"self.h[4] + e & 0xFFFFFFFF,",0,0,27,0,1,0,0,1,0
2703,47,"    return ""%08x%08x%08x%08x%08x"" % tuple(self.h)
",0,1,50,0,0,0,0,0,0
2704,5,import sys,0,1,10,0,0,0,0,0,0
2705,6,import random,0,1,13,0,0,0,0,0,0
2706,7,from inline import Here,0,1,23,0,0,0,0,0,0
2707,14,input_list = sys.argv[1:],1,0,25,0,0,0,0,0,1
2708,16,"bin_dig = [""1"", ""0""]",0,0,20,0,0,0,0,0,0
2709,17,for iter in range(10):,0,1,22,0,0,0,0,0,0
2710,19,"bin_num = ""1""",0,0,13,0,0,0,0,0,0
2711,20,for digit in range(3):,0,1,22,0,0,0,0,0,0
2712,21,"bin_num = bin_num + str(bin_dig[random.randint(0, 1)])",1,0,54,0,1,0,0,0,1
2713,22,"res = bin(int(bin_num, 2) << 1)",1,0,31,0,0,0,0,1,1
2714,23,"print(""Response: "" + ""0b"" + bin_num + "" * 0b10 = "" + str(res))",0,0,62,0,1,0,0,0,0
2715,26,"ans = bin(int(bin_num, 2) * 2)",1,0,30,0,1,0,0,0,1
2716,27,"print(""Answer: "" + ""0b"" + bin_num + "" * 0b10 = "" + str(ans) + ""\n"")",0,0,67,0,1,0,0,0,0
2717,0,import sys,0,1,10,0,0,0,0,0,0
2718,1,from inline import Here,0,1,23,0,0,0,0,0,0
2719,7,a = 4,1,0,5,0,0,0,0,0,1
2720,8,b = -6,1,0,6,0,1,0,0,0,1
2721,10,class Combining:,0,1,16,0,0,0,0,0,0
2722,11,"def getSum(self, a: int, b: int) -> int:",0,1,40,0,1,0,0,0,0
2723,12,"def add(a, b):",0,1,14,0,0,0,0,0,0
2724,13,if not a or not b:,0,1,18,0,0,0,0,0,0
2725,14,return a or b,0,1,13,0,0,0,0,0,0
2726,15,"return add(a ^ b, (a & b) << 1)",0,1,31,0,0,0,0,1,0
2727,17,if a * b < 0:  ,0,1,15,0,1,0,0,0,0
2728,18,if a > 0:,0,1,9,0,0,0,0,0,0
2729,19,"positive = self.getSum(b, a)",1,0,28,0,0,0,0,0,1
2730,20,return positive,0,1,15,0,0,0,0,0,0
2731,21,"if add(~a, 1) == b:  ",0,1,21,0,0,0,0,1,0
2732,22,zero = 0,1,0,8,0,0,0,0,0,1
2733,23,return 0,0,1,8,0,0,0,0,0,0
2734,24,"if add(~a, 1) < b:  ",0,1,20,0,0,0,0,1,0
2735,25,"return add(~add(add(~a, 1), add(~b, 1)), 1)  ",0,1,45,0,0,0,0,1,0
2736,28,"return add(a, b)  ",0,1,18,0,0,0,0,0,0
2737,30,combine = Combining(),1,0,21,0,0,0,0,0,1
2738,0,from inline import Here,0,1,23,0,0,0,0,0,0
2739,2,def _parse_float_vec(vec):,0,1,26,0,0,0,0,0,0
2740,3,"""""""",0,0,3,0,0,0,0,0,0
2741,4,Parse a vector of float values representing IBM 8 byte floats into,0,0,66,0,0,0,0,0,0
2742,5,native 8 byte floats.,0,0,21,0,0,0,0,0,0
2743,6,"""""""",0,0,3,0,0,0,0,0,0
2744,7,"dtype = np.dtype("">u4,>u4"")",1,0,27,0,0,0,0,0,1
2745,8,vec1 = vec.view(dtype=dtype),1,0,28,0,0,0,0,0,1
2746,9,"xport1 = vec1[""f0""]",1,0,19,0,0,0,0,0,1
2747,10,"xport2 = vec1[""f1""]",1,0,19,0,0,0,0,0,1
2748,14,ieee1 = xport1 & 0x00FFFFFF,1,0,27,0,0,0,0,1,1
2749,21,"shift = np.zeros(len(vec), dtype=np.uint8)",1,1,42,0,0,0,0,0,1
2750,22,shift[np.where(xport1 & 0x00200000)] = 1,0,1,40,0,0,0,0,1,0
2751,23,shift[np.where(xport1 & 0x00400000)] = 2,0,1,40,0,0,0,0,1,0
2752,24,shift[np.where(xport1 & 0x00800000)] = 3,0,1,40,0,0,0,0,1,0
2753,33,ieee1 >>= shift,0,1,15,0,0,0,0,1,0
2754,34,ieee2 = (xport2 >> shift) | ((xport1 & 0x00000007) << (29 + (3 - shift))),1,1,73,0,1,0,0,1,0
2755,38,ieee1 &= 0xFFEFFFFF,0,0,19,0,0,0,0,1,0
2756,47,ieee1 |= ((((((xport1 >> 24) & 0x7F) - 65) << 2) + shift + 1023) << 20) | (,0,1,75,0,1,0,0,1,0
2757,48,xport1 & 0x80000000,0,0,19,0,0,0,0,1,0
2758,49,),0,0,1,0,0,0,0,0,0
2759,51,"ieee = np.empty((len(ieee1),), dtype="">u4,>u4"")",1,0,47,0,0,0,0,0,1
2760,52,"ieee[""f0""] = ieee1",0,0,18,0,0,0,0,0,0
2761,53,"ieee[""f1""] = ieee2",0,0,18,0,0,0,0,0,0
2762,54,"ieee = ieee.view(dtype="">f8"")",1,0,29,0,0,0,0,0,1
2763,55,"ieee = ieee.astype(""f8"")",1,1,24,0,0,0,0,0,1
2764,57,    return ieee,0,1,15,0,0,0,0,0,0
2765,0,from inline import Here,0,1,23,0,0,0,0,0,0
2766,2,def count_set_bits(n):,0,1,22,0,0,0,0,0,0
2767,3,count = 0,1,0,9,0,0,0,0,0,1
2768,4,while n:,0,1,8,0,0,0,0,0,0
2769,5,count += n & 1,1,0,14,0,1,0,0,1,1
2770,6,n >>= 1,0,0,7,0,0,0,0,1,0
2771,7,return count,0,1,12,0,0,0,0,0,0
2772,9,"def toggle_kth_bit(n, k):",0,1,25,0,0,0,0,0,0
2773,10,return n ^ (1 << (k - 1)),0,1,25,0,1,0,0,1,0
2774,12,def main():,0,1,11,0,0,0,0,0,0
2775,13,num = 5,1,0,7,0,0,0,0,0,1
2776,14,print(bin(num)) ,0,0,16,0,0,0,0,0,0
2777,15,"print(""Number of set bits:"", count_set_bits(num))",0,0,49,0,0,0,0,0,0
2778,17,"new_num = toggle_kth_bit(num, 2)",1,0,32,0,0,0,0,0,1
2779,20,for i in range(10):,0,1,19,0,0,0,0,0,0
2780,21,"new_num_2 = toggle_kth_bit(num, 1)",1,0,34,0,0,0,0,0,1
2781,22,print(bin(num)) ,0,0,16,0,0,0,0,0,0
2782,23,"print(""Number of set bits:"", count_set_bits(num))",0,0,49,0,0,0,0,0,0
2783,26,"    main()
",0,0,11,0,0,0,0,0,0
2784,0,from inline import Here,0,1,23,0,0,0,0,0,0
2785,2,def population_count(x):,0,1,24,0,0,1,0,0,0
2786,3,"assert np.issubdtype(x.dtype, np.integer)",0,1,41,0,0,0,0,0,0
2787,4,dtype = x.dtype,1,0,15,0,0,0,0,0,1
2788,5,iinfo = np.iinfo(x.dtype),1,0,25,0,0,0,0,0,1
2789,6,if np.iinfo(x.dtype).bits < 32:,0,1,31,0,0,0,0,0,0
2790,7,"assert iinfo.kind in ('i', 'u')",0,1,31,0,0,0,0,0,0
2791,8,x = x.astype(np.uint32 if iinfo.kind == 'u' else np.int32),1,1,58,0,0,0,0,0,1
2792,9,if iinfo.kind == 'i':,0,1,21,0,0,0,0,0,0
2793,10,"x = x.view(f""uint{np.iinfo(x.dtype).bits}"")",1,0,43,0,0,0,0,0,1
2794,11,"assert x.dtype in (np.uint32, np.uint64)",0,1,40,0,0,0,0,0,0
2795,12,m = [,0,0,5,0,0,0,0,0,0
2796,13,"np.uint64(0x5555555555555555),  ",0,0,32,0,0,0,0,0,0
2797,14,"np.uint64(0x3333333333333333),  ",0,0,32,0,0,0,0,0,0
2798,15,"np.uint64(0x0f0f0f0f0f0f0f0f),  ",0,0,32,0,0,0,0,0,0
2799,16,"np.uint64(0x00ff00ff00ff00ff),  ",0,0,32,0,0,0,0,0,0
2800,17,"np.uint64(0x0000ffff0000ffff),  ",0,0,32,0,0,0,0,0,0
2801,18,"np.uint64(0x00000000ffffffff),  ",0,0,32,0,0,0,0,0,0
2802,19,],0,0,1,0,0,0,0,0,0
2803,21,if x.dtype == np.uint32:,0,1,24,0,0,0,0,0,0
2804,22,"m = list(map(np.uint32, m[:-1]))",1,0,32,0,1,0,0,0,1
2805,24,x = (x & m[0]) + ((x >>  1) & m[0])  ,1,0,37,0,1,0,0,1,0
2806,26,x = (x & m[1]) + ((x >>  2) & m[1])  ,0,0,37,0,1,0,0,1,0
2807,27,x = (x & m[2]) + ((x >>  4) & m[2])  ,0,0,37,0,1,0,0,1,0
2808,28,x = (x & m[3]) + ((x >>  8) & m[3])  ,0,0,37,0,1,0,0,1,0
2809,29,x = (x & m[4]) + ((x >> 16) & m[4])  ,0,0,37,0,1,0,0,1,0
2810,30,if x.dtype == np.uint64:,0,1,24,0,0,0,0,0,0
2811,32,  return x.astype(dtype),0,1,24,0,0,0,0,0,0
2812,0,from inline import Here,0,1,23,0,0,0,0,0,0
2813,6,def _invalid_utf8_indexes(bytes):,0,1,33,0,0,0,0,0,0
2814,7,skips = [],0,0,10,0,0,0,0,0,0
2815,8,i = 0,1,0,5,0,0,0,0,0,1
2816,9,len_bytes = len(bytes),1,0,22,0,0,0,0,0,1
2817,10,while i < len_bytes:,0,1,20,0,0,0,0,0,0
2818,11,c1 = bytes[i],1,0,13,0,0,0,0,0,1
2819,12,if c1 < 0x80:,0,1,13,0,0,0,0,0,0
2820,14,i += 1,1,0,6,0,1,0,0,0,1
2821,15,continue,0,1,8,0,0,0,0,0,0
2822,16,try:,0,1,4,0,0,0,0,0,0
2823,17,c2 = bytes[i + 1],1,0,17,0,1,0,0,0,1
2824,18,if (c1 & 0xE0 == 0xC0) and (c2 & 0xC0 == 0x80):,0,1,47,0,0,0,0,1,0
2825,20,c = ((c1 & 0x1F) << 6) | (c2 & 0x3F),1,0,36,0,0,0,0,1,0
2826,22,if c < 0x80:  ,0,1,14,0,0,0,0,0,0
2827,24,"skips.extend([i, i + 1])  ",0,0,26,0,1,1,0,0,0
2828,25,i += 2,1,0,6,0,1,0,0,0,1
2829,26,continue,0,1,8,0,0,0,0,0,0
2830,27,c3 = bytes[i + 2],1,0,17,0,1,0,0,0,1
2831,28,if (c1 & 0xF0 == 0xE0) and (c2 & 0xC0 == 0x80) and (c3 & 0xC0 == 0x80):,0,1,71,0,0,0,0,1,0
2832,30,c = ((((c1 & 0x0F) << 6) | (c2 & 0x3F)) << 6) | (c3 & 0x3F),0,0,59,0,0,0,0,1,0
2833,31,if (c < 0x800) or (0xD800 <= c <= 0xDFFF):,0,1,42,0,0,0,0,0,0
2834,33,"skips.extend([i, i + 1, i + 2])",0,0,31,0,1,1,0,0,0
2835,34,i += 3,1,0,6,0,1,0,0,0,1
2836,35,continue,0,1,8,0,0,0,0,0,0
2837,36,c4 = bytes[i + 3],1,0,17,0,1,0,0,0,1
2838,37,if (,0,1,4,0,0,0,0,0,0
2839,38,(c1 & 0xF8 == 0xF0),0,0,19,0,0,0,0,1,0
2840,39,and (c2 & 0xC0 == 0x80),0,0,23,0,0,0,0,1,0
2841,40,and (c3 & 0xC0 == 0x80),0,0,23,0,0,0,0,1,0
2842,41,and (c4 & 0xC0 == 0x80),0,0,23,0,0,0,0,1,0
2843,42,):,0,0,2,0,0,0,0,0,0
2844,44,c = ((((((c1 & 0x0F) << 6) | (c2 & 0x3F)) << 6) | (c3 & 0x3F)) << 6) | (,0,0,72,0,0,0,0,1,0
2845,45,c4 & 0x3F,0,0,9,0,0,0,0,1,0
2846,46,),0,0,1,0,0,0,0,0,0
2847,47,if (c < 0x10000) or (c > 0x10FFFF):  ,0,1,37,0,0,0,0,0,0
2848,49,"skips.extend([i, i + 1, i + 2, i + 3])",0,0,38,0,1,1,0,0,0
2849,50,i += 4,1,0,6,0,1,0,0,0,1
2850,51,continue,0,1,8,0,0,0,0,0,0
2851,52,except IndexError:,0,1,18,0,0,0,0,0,0
2852,53,pass,0,1,4,0,0,0,0,0,0
2853,54,skips.append(i),0,0,15,0,0,1,0,0,0
2854,56,"    return skips
",0,1,17,0,0,0,0,0,0
2855,0,from inline import Here,0,1,23,0,0,0,0,0,0
2856,2,"def isMatch(self, s: str, p: str) -> bool:",0,1,42,0,1,0,0,0,0
2857,3,cache = [[False] * (len(p) + 1) for i in range(len(s) + 1)],0,1,59,0,1,0,0,0,0
2858,6,cache[len(s)][len(p)] = True,0,0,28,0,0,0,0,0,0
2859,8,"for i in range(len(s), -1, -1):",0,1,31,0,1,0,0,0,0
2860,9,"for j in range(len(p) - 1, -1, -1):",0,1,35,0,1,0,0,0,0
2861,10,"match = i < len(s) and (s[i] == p[j] or p[j] == ""."")",1,0,52,0,0,0,0,0,1
2862,12,"if (j + 1) < len(p) and p[j + 1] == ""*"":",0,1,40,0,1,0,0,0,0
2863,13,cache[i][j] = cache[i][j + 2],0,0,29,0,1,0,0,0,0
2864,14,if match:,0,1,9,0,0,0,0,0,0
2865,15,cache[i][j] = cache[i + 1][j] or cache[i][j],0,0,44,0,1,0,0,0,0
2866,16,elif match:,0,1,11,0,0,0,0,0,0
2867,17,cache[i][j] = cache[i + 1][j + 1],0,0,33,0,1,0,0,0,0
2868,19,"    return cache[0][0]
",0,1,23,0,0,0,0,0,0
2869,2,from inline import Here,0,1,23,0,0,0,0,0,0
2870,4,class Solution(object):,0,1,23,0,0,0,0,0,0
2871,5,"def combinationSum2(self, candidates, target):",0,1,46,0,0,0,0,0,0
2872,6,"""""""",0,0,3,0,0,0,0,0,0
2873,7,:type candidates: List[int],0,0,27,0,0,0,0,0,0
2874,8,:type target: int,0,0,17,0,0,0,0,0,0
2875,9,:rtype: List[List[int]],0,0,23,0,0,0,0,0,0
2876,10,"""""""",0,0,3,0,0,0,0,0,0
2877,11,candidates2 = candidates.sort(),1,0,31,0,0,1,0,0,1
2878,14,dp = [[] for _ in range(target + 1)],0,1,36,0,1,0,0,0,0
2879,15,dp[0].append([]),0,0,16,0,0,1,0,0,0
2880,16,"for i in range(1, target + 1):",0,1,30,0,1,0,0,0,0
2881,17,for j in range(len(candidates)):,0,1,32,0,0,0,0,0,0
2882,18,if candidates[j] > i:,0,1,21,0,0,0,0,0,0
2883,19,break,0,1,5,0,0,0,0,0,0
2884,20,for k in range(len(dp[i - candidates[j]])):,0,1,43,0,1,0,0,0,0
2885,21,temp = dp[i - candidates[j]][k][:],1,0,34,0,1,0,0,0,1
2886,23,if len(temp) > 0 and temp[-1] >= j:,0,1,35,0,1,0,0,0,0
2887,24,continue,0,1,8,0,0,0,0,0,0
2888,26,temp.append(j),0,0,14,0,0,1,0,0,0
2889,27,dp[i].append(temp),0,0,18,0,0,1,0,0,0
2890,28,res = [],0,0,8,0,0,0,0,0,0
2891,29,check = {},0,0,10,0,0,0,0,0,0
2892,30,for temp in dp[target]:,0,1,23,0,0,0,0,0,0
2893,31,value = [candidates[t] for t in temp],0,1,37,0,0,0,0,0,0
2894,32,try:,0,1,4,0,0,0,0,0,0
2895,33,check[str(value)] += 1,0,0,22,0,1,0,0,0,0
2896,34,except KeyError:,0,1,16,0,0,0,0,0,0
2897,35,check[str(value)] = 1,0,0,21,0,0,0,0,0,0
2898,37,        return res,0,1,18,0,0,0,0,0,0
2899,1,from inline import Here,0,1,23,0,0,0,0,0,0
2900,3,class Solution(object):,0,1,23,0,0,0,0,0,0
2901,4,"def isMatch(self, s, p):",0,1,24,0,0,0,0,0,0
2902,5,"""""""",0,0,3,0,0,0,0,0,0
2903,6,:type s: str,0,0,12,0,0,0,0,0,0
2904,7,:type p: str,0,0,12,0,0,0,0,0,0
2905,8,:rtype: bool,0,0,12,0,0,0,0,0,0
2906,9,"""""""",0,0,3,0,0,0,0,0,0
2907,11,if s == p:,0,1,10,0,0,0,0,0,0
2908,12,return True,0,1,11,0,0,0,0,0,0
2909,13,"m, n = len(s), len(p)",0,0,21,0,0,0,0,0,0
2910,14,dp = [[False] * (n + 1) for _ in range(m + 1)],1,1,46,0,1,0,0,0,0
2911,17,print(dp),0,0,9,0,0,0,0,0,0
2912,18,dp[0][0] = True,0,0,15,0,0,0,0,0,0
2913,19,"for j in range(1, n):",0,1,21,0,0,0,0,0,0
2914,20,if p[j] == '*' and dp[0][j - 1]:,0,1,32,0,1,0,0,0,0
2915,21,dp[0][j + 1] = True,0,0,19,0,1,0,0,0,0
2916,23,for i in range(m):,0,1,18,0,0,0,0,0,0
2917,24,for j in range(n):,0,1,18,0,0,0,0,0,0
2918,25,if p[j] == '.' or p[j] == s[i]:,0,1,31,0,0,0,0,0,0
2919,26,dp[i + 1][j + 1] = dp[i][j],0,0,27,0,1,0,0,0,0
2920,27,elif p[j] == '*':,0,1,17,0,1,0,0,0,0
2921,28,if p[j - 1] != s[i] and p[j - 1] != '.':,0,1,40,0,1,0,0,0,0
2922,29,dp[i + 1][j + 1] = dp[i + 1][j - 1],0,0,35,0,1,0,0,0,0
2923,30,else:,0,1,5,0,0,0,0,0,0
2924,31,dp[i + 1][j + 1] = dp[i + 1][j] or dp[i][j + 1] or dp[i + 1][j - 1],0,0,67,0,1,0,0,0,0
2925,32,return dp[m][n],0,1,15,0,0,0,0,0,0
2926,34,"print(Solution.isMatch(""sol"", ""hello"", ""ab""))
",0,0,46,0,0,0,0,0,0
2927,0,from inline import Here,0,1,23,0,0,0,0,0,0
2928,1,from math import inf,0,1,20,0,0,0,0,0,0
2929,3,"def minDistance(self, word1: str, word2: str) -> int:",0,1,53,0,1,0,0,0,0
2930,4,"dp = [[float(""inf"")] * (len(word2) + 1) for i in range(len(word1) + 1)]",0,1,71,0,1,0,0,0,0
2931,8,for j in range(len(word2) + 1):,0,1,31,0,1,0,0,0,0
2932,9,dp[len(word1)][j] = len(word2) - j,0,0,34,0,1,0,0,0,0
2933,10,for i in range(len(word1) + 1):,0,1,31,0,1,0,0,0,0
2934,11,dp[i][len(word2)] = len(word1) - i,0,0,34,0,1,0,0,0,0
2935,13,"for i in range(len(word1) - 1, -1, -1):",0,1,39,0,1,0,0,0,0
2936,14,"for j in range(len(word2) - 1, -1, -1):",0,1,39,0,1,0,0,0,0
2937,15,if word1[i] == word2[j]:,0,1,24,0,0,0,0,0,0
2938,16,dp[i][j] = dp[i + 1][j + 1],0,0,27,0,1,0,0,0,0
2939,17,else:,0,1,5,0,0,0,0,0,0
2940,19,"        return dp[0][0]
",0,1,24,0,0,0,0,0,0
2941,1,from inline import Here,0,1,23,0,0,0,0,0,0
2942,3,class Solution(object):,0,1,23,0,0,0,0,0,0
2943,4,"def merge(self, intervals):",0,1,27,0,0,0,0,0,0
2944,5,"""""""",0,0,3,0,0,0,0,0,0
2945,6,:type intervals: List[Interval],0,0,31,0,0,0,0,0,0
2946,7,:rtype: List[Interval],0,0,22,0,0,0,0,0,0
2947,8,"""""""",0,0,3,0,0,0,0,0,0
2948,9,if intervals is None:,0,1,21,0,0,0,0,0,0
2949,10,return,0,1,6,0,0,0,0,0,0
2950,11,ls = len(intervals),1,0,19,0,0,0,0,0,1
2951,12,if ls <= 1:,0,1,11,0,0,0,0,0,0
2952,13,return intervals,0,1,16,0,0,0,0,0,0
2953,15,print(intervals),0,0,16,0,0,0,0,0,0
2954,16,temp = intervals.sort(key=lambda x: x[0]),1,1,41,0,0,1,0,0,1
2955,19,print(intervals),0,0,16,0,0,0,0,0,0
2956,20,pos = 0,1,0,7,0,0,0,0,0,1
2957,21,while pos < len(intervals) - 1:,0,1,31,0,1,0,0,0,0
2958,23,if intervals[pos][1] >= intervals[pos + 1][0]:,0,1,46,0,1,0,0,0,0
2959,24,next = intervals.pop(pos + 1),1,0,29,0,1,1,0,0,1
2960,26,if next[1] > intervals[pos][1]:,0,1,31,0,0,0,0,0,0
2961,27,intervals[pos][1] = next[1],0,0,27,0,0,0,0,0,0
2962,29,else:,0,1,5,0,0,0,0,0,0
2963,30,pos += 1,1,0,8,0,1,0,0,0,1
2964,31,return intervals,0,1,16,0,0,0,0,0,0
2965,35,"print (s.merge([[5, 10],[1,3],[2,6],[8,10],[15,18]]))",0,0,53,0,0,0,0,0,0
2966,0,from inline import Here,0,1,23,0,0,0,0,0,0
2967,2,"def multiply(self, num1: str, num2: str) -> str:",0,1,48,0,1,0,0,0,0
2968,3,"if ""0"" in [num1, num2]:",0,1,23,0,0,0,0,0,0
2969,4,"return ""0""",0,1,10,0,0,0,0,0,0
2970,6,res = [0] * (len(num1) + len(num2)),0,0,35,0,1,0,0,0,0
2971,9,"num1, num2 = num1[::-1], num2[::-1]",0,0,35,0,1,0,0,0,0
2972,10,for i1 in range(len(num1)):,0,1,27,0,0,0,0,0,0
2973,11,for i2 in range(len(num2)):,0,1,27,0,0,0,0,0,0
2974,12,digit = int(num1[i1]) * int(num2[i2]),1,0,37,0,1,0,0,0,1
2975,13,res[i1 + i2] += digit,0,0,21,0,1,0,0,0,0
2976,14,res[i1 + i2 + 1] += res[i1 + i2] // 10,0,0,38,0,1,0,0,0,0
2977,15,res[i1 + i2] = res[i1 + i2] % 10,0,0,32,0,1,0,0,0,0
2978,17,"res, beg = res[::-1], 0",0,0,23,0,1,0,0,0,0
2979,18,while beg < len(res) and res[beg] == 0:,0,1,39,0,0,0,0,0,0
2980,19,beg += 1,1,0,8,0,1,0,0,0,1
2981,21,"    return """".join(res)
",0,1,24,0,0,0,1,0,0
2982,0,import sys,0,1,10,0,0,0,0,0,0
2983,1,from inline import Here,0,1,23,0,0,0,0,0,0
