line_number,line,isLOI,is_keyword,length,is_regular_expression,is_mathematical_calculation,is_collection_manipulation,is_string_manipulation,is_bit_manipulation,is_variable_assignment
31,arr_s = [curr_s] + arr_s,0,0,24,0,1,0,0,0,1
32,print(arr_s),0,0,12,0,0,0,0,0,0
5,import sys,0,1,10,0,0,0,0,0,0
6,import random,0,1,13,0,0,0,0,0,0
7,from inline import Here,0,1,23,0,0,0,0,0,0
15,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
17,"poss_digits = [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 'X', 'Y']",0,0,54,0,0,0,0,0,1
18,for iter in range(10):,0,1,22,0,0,0,0,0,0
20,"password = """"",0,1,13,0,0,0,0,0,1
21,for digit in range(6):,0,1,22,0,0,0,0,0,0
22,"password = password + str(poss_digits[random.randint(0, 11)])",0,1,61,0,1,0,0,0,1
25,"print(password + "":"")",0,1,21,0,1,0,0,0,0
26,if(password.isdecimal()):,0,1,25,0,0,0,0,0,0
27,"print(""acceptable password: good combination!"")",0,1,47,0,0,0,0,0,0
28,else:,0,1,5,0,0,0,0,0,0
29,"print(""unacceptable password: all digits :("")",0,1,45,0,0,0,0,0,0
32,ans = True,0,0,10,0,0,0,0,0,1
33,try:,0,1,4,0,0,0,0,0,0
34,num = int(password),0,1,19,0,0,0,0,0,1
35,except:,0,1,7,0,0,0,0,0,0
36,ans = False,0,0,11,0,0,0,0,0,1
38,"print("""")",0,0,9,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"text = ""This is a string with multiple words and numbers 1234567890.""",0,0,69,0,0,0,0,0,1
3,num = 10,0,0,8,0,0,0,0,0,1
6,result = bin(num),0,0,17,0,0,0,0,0,1
7,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
10,count = 0,0,0,9,0,0,0,0,0,1
11,while num:,0,1,10,0,0,0,0,0,0
12,count += num & 1,0,0,16,0,1,0,0,1,1
13,num >>= 1,0,0,9,0,0,0,0,1,1
14,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
17,binary = bin(num)[2:],0,0,21,0,0,0,0,0,1
18,result = binary[::-1],0,0,21,0,1,0,0,0,1
19,"print(""Reversed binary representation: "", result)",0,0,49,0,0,0,0,0,0
22,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
23,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
26,"result = int(binary, 2)",0,0,23,0,0,0,0,0,1
27,"print(""Integer representation of binary: "", result)",0,0,51,0,0,0,0,0,0
30,result = text[::-1],0,0,19,0,1,0,0,0,1
31,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
34,result = text.split(),0,0,21,0,0,0,0,0,1
35,"print(""Text split by whitespace: "", result)",0,0,43,0,0,0,0,0,0
38,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
39,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
42,result = len(text),0,0,18,0,0,0,0,0,1
43,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
46,result = text.upper(),0,0,21,0,0,0,0,0,1
47,"print(""Text in uppercase: "", result)",0,1,36,0,0,0,0,0,0
50,result = text.lower(),0,0,21,0,0,0,1,0,1
51,"print(""Text in lowercase: "", result)",0,1,36,0,0,0,1,0,0
54,"result = text.replace(""is"", ""was"")",1,1,34,0,0,0,1,0,1
56,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
59,"result = [c for c in text]
",0,1,27,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
1,from typing import List,0,1,23,0,0,0,0,0,0
3,"def partition(self, s: str) -> List[List[str]]:",0,1,47,0,1,0,0,0,0
4,"res, part = [], []",0,0,18,0,0,0,0,0,1
5,def dfs(i):,0,1,11,0,0,0,0,0,0
6,if i >= len(s):,0,1,15,0,0,0,0,0,1
7,res.append(part.copy()),0,0,23,0,0,1,0,0,0
8,return,0,1,6,0,0,0,0,0,0
9,"for j in range(i, len(s)):",0,1,26,0,0,0,0,0,0
10,"if self.isPali(s, i, j):",0,1,24,0,0,0,0,0,0
11,part.append(s[i : j + 1]),0,0,25,0,1,1,0,0,0
14,dfs(j + 1),0,0,10,0,1,0,0,0,0
15,part.pop(),0,0,10,0,0,1,0,0,0
16,dfs(0),0,0,6,0,0,0,0,0,0
17,return res,0,1,10,0,0,0,0,0,0
19,"def isPali(self, s, l, r):",0,1,26,0,0,0,0,0,0
20,while l < r:,0,1,12,0,0,0,0,0,0
21,if s[l] != s[r]:,0,1,16,0,0,0,0,0,1
22,return False,0,1,12,0,0,0,0,0,0
24,"    return True
",0,1,16,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"text = ""This is a string with multiple words and numbers 1234567890.""",0,0,69,0,0,0,0,0,1
3,num = 10,0,0,8,0,0,0,0,0,1
6,result = bin(num),0,0,17,0,0,0,0,0,1
7,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
10,count = 0,0,0,9,0,0,0,0,0,1
11,while num:,0,1,10,0,0,0,0,0,0
12,count += num & 1,0,0,16,0,1,0,0,1,1
13,num >>= 1,0,0,9,0,0,0,0,1,1
14,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
17,binary = bin(num)[2:],0,0,21,0,0,0,0,0,1
18,result = binary[::-1],0,0,21,0,1,0,0,0,1
19,"print(""Reversed binary representation: "", result)",0,0,49,0,0,0,0,0,0
22,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
23,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
26,"result = int(binary, 2)",0,0,23,0,0,0,0,0,1
27,"print(""Integer representation of binary: "", result)",0,0,51,0,0,0,0,0,0
30,result = text[::-1],0,0,19,0,1,0,0,0,1
31,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
34,result = text.split(),0,0,21,0,0,0,0,0,1
35,"print(""Text split by whitespace: "", result)",0,0,43,0,0,0,0,0,0
38,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
39,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
42,result = len(text),0,0,18,0,0,0,0,0,1
43,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
46,result = text.upper(),1,0,21,0,0,0,0,0,1
48,"print(""Text in uppercase: "", result)",0,1,36,0,0,0,0,0,0
51,result = text.lower(),0,0,21,0,0,0,1,0,1
52,"print(""Text in lowercase: "", result)",0,1,36,0,0,0,1,0,0
55,"result = text.replace(""is"", ""was"")",0,1,34,0,0,0,1,0,1
56,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
59,"result = [c for c in text]
",0,1,27,0,0,0,0,0,1
5,import sys,0,1,10,0,0,0,0,0,0
6,import random,0,1,13,0,0,0,0,0,0
7,from inline import Here,0,1,23,0,0,0,0,0,0
14,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
16,for iter in range(10):,0,1,22,0,0,0,0,0,0
17,"word = """"",0,0,9,0,0,0,0,0,1
18,"res = """"",0,0,8,0,0,0,0,0,1
19,for n in range(5):,0,1,18,0,0,0,0,0,0
21,"ch_idx = random.randint(0, 14)",0,0,30,0,0,0,0,0,1
22,word += chr(97 + ch_idx),0,0,24,0,1,0,0,0,1
23,res += chr(65 + ch_idx),0,0,23,0,1,0,0,0,1
25,"print(""\"""" + word + ""\"".upper() -> "" + res)",0,0,43,0,1,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
8,return bin(num),0,1,15,0,0,0,0,0,0
11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
24,num = 0,0,0,7,0,0,0,0,0,1
25,hex = num_to_hex(num),0,0,21,0,0,0,0,0,1
28,num = 5,0,0,7,0,0,0,0,0,1
29,binary = num_to_bin(num),0,0,24,0,0,0,0,0,1
32,binary_str = '0b0101',0,0,21,0,0,0,0,0,1
33,num = bin_str_to_int(binary_str),0,0,32,0,0,0,0,0,1
36,hex_str = '0x01',0,0,16,0,0,0,0,0,1
37,num = hex_str_to_int(hex_str),0,0,29,0,0,0,0,0,1
40,hex_str = '0x02',0,0,16,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def trim_zeros(filt, trim=""fb""):",0,1,32,0,0,0,0,0,1
3,"""""""",0,0,3,0,0,0,0,0,0
4,Trim the leading and/or trailing zeros from a 1-D array or sequence.,0,1,68,0,1,0,0,0,0
6,Parameters,0,0,10,0,0,0,0,0,0
7,----------,0,0,10,0,1,0,0,0,0
8,filt : 1-D array or sequence,0,0,28,0,1,0,0,0,0
9,Input array.,0,0,12,0,0,0,0,0,0
10,"trim : str, optional",0,0,20,0,0,0,0,0,0
11,A string with 'f' representing trim from front and 'b' to trim from,0,1,67,0,0,0,0,0,0
12,"back. Default is 'fb', trim zeros from both front and back of the",0,1,65,0,0,0,0,0,0
13,array.,0,0,6,0,0,0,0,0,0
15,Returns,0,0,7,0,0,0,0,0,0
16,-------,0,0,7,0,1,0,0,0,0
17,trimmed : 1-D array or sequence,0,0,31,0,1,0,0,0,0
18,The result of trimming the input. The input data type is preserved.,0,0,67,0,0,0,0,0,0
20,Examples,0,0,8,0,0,0,0,0,0
21,--------,0,0,8,0,1,0,0,0,0
22,">>> a = np.array((0, 0, 0, 1, 2, 3, 0, 2, 1, 0))",0,0,48,0,0,0,0,1,1
23,>>> np.trim_zeros(a),0,0,20,0,0,0,0,1,0
24,"array([1, 2, 3, 0, 2, 1])",0,0,25,0,0,0,0,0,0
26,">>> np.trim_zeros(a, 'b')",0,0,25,0,0,0,0,1,0
27,"array([0, 0, 0, ..., 0, 2, 1])",0,0,30,0,0,0,0,0,0
29,"The input data type is preserved, list/tuple in means list/tuple out.",0,0,69,0,1,0,0,0,0
31,">>> np.trim_zeros([0, 1, 2, 0])",0,0,31,0,0,0,0,1,0
32,"[1, 2]",0,0,6,0,0,0,0,0,0
34,"""""""",0,0,3,0,0,0,0,0,0
35,first = 0,0,0,9,0,0,0,0,0,1
36,trim = trim.upper(),1,0,19,0,0,0,0,0,1
39,"if ""F"" in trim:",0,1,15,0,0,0,0,0,0
40,for i in filt:,0,1,14,0,0,0,0,0,0
41,if i != 0.0:,0,1,12,0,0,0,0,0,1
42,break,0,1,5,0,0,0,0,0,0
43,else:,0,1,5,0,0,0,0,0,0
44,first = first + 1,0,0,17,0,1,0,0,0,1
45,last = len(filt),0,1,16,0,0,0,0,0,1
47,"if ""B"" in trim:",0,1,15,0,0,0,0,0,0
48,for i in filt[::-1]:,0,1,20,0,1,0,0,0,0
49,if i != 0.0:,0,1,12,0,0,0,0,0,1
50,break,0,1,5,0,0,0,0,0,0
51,else:,0,1,5,0,0,0,0,0,0
53,    return filt[first:last],0,1,27,0,0,0,0,0,0
0,<<<<<<< HEAD,0,0,12,0,0,0,0,1,0
6,import sys,0,1,10,0,0,0,0,0,0
7,import random,0,1,13,0,0,0,0,0,0
8,from inline import Here,0,1,23,0,0,0,0,0,0
15,input_list = sys.argv[1:],0,0,25,0,0,0,0,0,1
17,for iter in range(10):,0,1,22,0,0,0,0,0,0
19,"rand_len = random.randint(1, 10)",0,0,32,0,0,0,0,0,1
20,"letters = [chr(97 + random.randint(0, 25)) for i in range(rand_len)]",0,1,68,0,1,0,0,0,1
21,"word = """".join(letters)",0,0,23,0,0,0,1,0,1
24,"print(""'"" + "" ""*(10-len(word)) + word + ""'"")",0,0,44,0,1,0,0,0,0
28,=======,0,0,7,0,0,0,0,0,0
29,from inline import Here,0,1,23,0,0,0,0,0,0
32,"sample = ""Hello""",0,0,16,0,0,0,0,0,1
33,size_string = 32,0,0,16,0,0,0,0,0,1
34,doubled = sample.zfill(size_string),1,0,35,0,0,0,0,0,1
36,">>>>>>> sydney_classify
",0,1,24,0,0,0,0,1,0
0,import sys,0,1,10,0,0,0,0,0,0
1,import requests,0,1,15,0,0,0,0,0,0
2,import json,0,1,11,0,0,0,0,0,0
3,from collections import OrderedDict,0,1,35,0,0,0,0,0,0
4,from inline import Here,0,1,23,0,0,0,0,0,0
6,def __main__():,0,1,15,0,0,0,0,0,0
8,"CS_BASE_URL = ""https://cheatsheetseries.owasp.org/cheatsheets/%s.html""",0,1,70,0,1,0,0,0,1
11,response = requests.get(,0,0,24,0,0,0,0,0,1
12,"""https://raw.githubusercontent.com/OWASP/CheatSheetSeries/master/Index.md""",0,1,74,0,1,0,0,0,0
13,),0,0,1,0,0,0,0,0,0
14,if response.status_code != 200:,0,1,31,0,0,0,0,0,1
15,"print(""Cannot load the INDEX content: HTTP %s received!"" % response.status_code)",0,0,80,0,0,0,0,0,0
16,sys.exit(1),0,0,11,0,0,0,0,0,0
17,else:,0,1,5,0,0,0,0,0,0
18,data = OrderedDict({}),0,0,22,0,0,0,0,0,1
19,"for line in response.text.split(""\n""):",0,1,38,0,0,0,0,0,0
20,"if ""(assets/Index_"" in line:",0,1,28,0,1,0,0,0,0
21,work = line.strip(),0,0,19,0,0,0,0,0,1
23,"cs_name = work[1 : work.index(""]"")]",1,0,35,0,0,0,0,0,1
26,"technologies = work.split(""!"")[1:]",1,0,34,0,0,0,0,0,1
28,for technology in technologies:,0,1,31,0,0,0,0,0,0
29,"technology_name = technology[1 : technology.index(""]"")].upper()",1,0,63,0,0,0,0,0,1
31,if technology_name not in data:,0,1,31,0,0,0,0,0,0
32,data[technology_name] = [],0,0,26,0,0,0,0,0,1
33,data[technology_name].append(,0,0,29,0,0,1,0,0,0
34,{,0,0,1,0,0,0,0,0,0
35,"""CS_NAME"": cs_name,",0,0,19,0,0,0,0,0,0
36,"""CS_URL"": CS_BASE_URL % cs_name.replace("" "", ""_""),",0,0,50,0,0,0,1,0,0
37,},0,0,1,0,0,0,0,0,0
38,),0,0,1,0,0,0,0,0,0
41,"        sys.exit(0)
",0,0,20,0,0,0,0,0,0
0,import re,0,1,9,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
3,"text = ""This is a sentence with multiple words and numbers 1234567890.""",0,0,71,0,0,0,0,0,1
4,num = 10,0,0,8,0,0,0,0,0,1
7,result = text[::-1],0,0,19,0,1,0,0,0,1
8,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
11,"result = re.findall(r""\bs\w+"", text)",0,0,36,1,1,0,0,0,1
12,"print(""Words starting with 's': "", result)",0,0,42,0,0,0,0,0,0
15,count = 0,0,0,9,0,0,0,0,0,1
16,while num:,0,1,10,0,0,0,0,0,0
17,count += num & 1,0,0,16,0,1,0,0,1,1
18,num >>= 1,0,0,9,0,0,0,0,1,1
19,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
22,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
23,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
26,"result = re.sub(""is"", ""was"", text)",0,1,34,1,0,0,0,0,1
27,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
30,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
31,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
34,result = len(text),1,0,18,0,0,0,0,0,1
36,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
39,"result = re.findall(r""\d"", text)",0,0,32,1,0,0,0,0,1
40,"print(""Digits in text: "", result)",0,0,33,0,0,0,0,0,0
43,result = bin(num),0,0,17,0,0,0,0,0,1
44,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
48,"print(""Text split by whitespace: "", result)
",0,0,44,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,def expand_hostname_range(line=None):,0,1,37,0,0,0,0,0,1
3,''',0,0,3,0,0,0,0,0,0
4,A helper function that expands a given line that contains a pattern,0,0,67,0,0,0,0,0,0
5,"specified in top docstring, and returns a list that consists of the",0,1,67,0,0,0,0,0,0
6,expanded version.,0,0,17,0,0,0,0,0,0
8,The '[' and ']' characters are used to maintain the pseudo-code,0,0,63,0,1,0,0,0,0
9,appearance. They are replaced in this function with '|' to ease,0,1,63,0,0,0,1,1,0
10,string splitting.,0,0,17,0,0,0,0,0,0
12,References: https://docs.ansible.com/ansible/latest/user_guide/intro_inventory.html,0,0,83,0,1,0,0,0,0
13,''',0,0,3,0,0,0,0,0,0
14,all_hosts = [],0,0,14,0,0,0,0,0,1
15,if line:,0,1,8,0,0,0,0,0,0
29,"(head, nrange, tail) = line.replace('[', '|', 1).replace(']', '|', 1).split('|')",1,0,80,0,0,0,1,1,1
31,"bounds = nrange.split("":"")",1,0,26,0,0,0,0,0,1
33,if len(bounds) != 2 and len(bounds) != 3:,0,1,41,0,0,0,0,0,0
34,"raise AnsibleError(""host range must be begin:end or begin:end:step"")",0,1,68,0,0,0,0,0,0
35,beg = bounds[0],0,0,15,0,0,0,0,0,1
36,end = bounds[1],0,0,15,0,0,0,0,0,1
37,if len(bounds) == 2:,0,1,20,0,0,0,0,0,0
38,step = 1,0,0,8,0,0,0,0,0,1
39,else:,0,1,5,0,0,0,0,0,0
40,step = bounds[2],0,0,16,0,0,0,0,0,1
41,if not beg:,0,1,11,0,0,0,0,0,0
42,"beg = ""0""",0,0,9,0,0,0,0,0,1
43,if not end:,0,1,11,0,0,0,0,0,0
44,"raise AnsibleError(""host range must specify end value"")",0,1,55,0,0,0,0,0,0
45,if beg[0] == '0' and len(beg) > 1:,0,1,34,0,0,0,0,0,0
46,rlen = len(beg)  ,0,0,17,0,0,0,0,0,1
47,if rlen != len(end):,0,1,20,0,0,0,0,0,1
48,"raise AnsibleError(""host range must specify equal-length begin and end formats"")",0,1,80,0,1,0,1,0,0
50,def fill(x):,0,1,12,0,0,0,0,0,0
51,return str(x).zfill(rlen)  ,0,1,27,0,0,0,0,0,0
53,else:,0,1,5,0,0,0,0,0,0
54,fill = str,0,0,10,0,0,0,0,0,1
56,try:,0,1,4,0,0,0,0,0,0
57,i_beg = string.ascii_letters.index(beg),0,1,39,0,0,0,0,0,1
58,i_end = string.ascii_letters.index(end),0,1,39,0,0,0,0,0,1
59,if i_beg > i_end:,0,1,17,0,0,0,0,0,0
60,"raise AnsibleError(""host range must have begin <= end"")",0,1,55,0,0,0,0,0,1
61,seq = list(string.ascii_letters[i_beg:i_end + 1:int(step)]),0,1,59,0,1,0,0,0,1
62,except ValueError:  ,0,1,20,0,0,0,0,0,0
63,"seq = range(int(beg), int(end) + 1, int(step))",0,0,46,0,1,0,0,0,1
65,for rseq in seq:,0,1,16,0,0,0,0,0,0
66,"hname = ''.join((head, fill(rseq), tail))",0,0,41,0,0,0,1,0,1
68,if detect_range(hname):,0,1,23,0,0,0,0,0,0
69,all_hosts.extend(expand_hostname_range(hname)),0,0,46,0,0,1,0,0,0
70,else:,0,1,5,0,0,0,0,0,0
71,all_hosts.append(hname),0,0,23,0,0,1,0,0,0
73,        return all_hosts,0,1,24,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
4,"s = ""hi there""",0,0,14,0,0,0,0,0,1
5,split_str_list = s.split(),0,0,26,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
3,def num_to_hex(num): ,0,1,21,0,0,0,0,0,0
4,"return ""0x%x"" % num",0,1,19,0,0,0,0,0,0
7,def num_to_bin(num): ,0,1,21,0,0,0,0,0,0
8,return bin(num),0,1,15,0,0,0,0,0,0
11,def bin_str_to_int(bin_str): ,0,1,29,0,0,0,0,0,0
12,"return int(bin_str[2:], 2)",0,1,26,0,0,0,0,0,0
15,def hex_str_to_int(hex): ,0,1,25,0,0,0,0,0,0
16,"return int(hex[2:], 16)",0,1,23,0,0,0,0,0,0
19,def hex_str_to_bin_str(hex_str): ,0,1,33,0,0,0,0,0,0
20,return num_to_bin(hex_str_to_int(hex_str)),0,1,42,0,0,0,0,0,0
24,num = 0,0,0,7,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,class Solution(object):,0,1,23,0,0,0,0,0,0
3,"def permuteUnique(self, nums):",0,1,30,0,0,0,0,0,0
5,res = [[]],0,0,10,0,0,0,0,0,1
6,for i in range(len(nums)):,0,1,26,0,0,0,0,0,0
7,cache = set(),0,0,13,0,0,0,0,0,1
8,while len(res[0]) == i:,0,1,23,0,0,0,0,0,0
9,curr = res.pop(0),0,0,17,0,0,1,0,0,1
10,for j in range(len(curr) + 1):,0,1,30,0,1,0,0,0,0
12,new_perm = curr[:j] + [nums[i]] + curr[j:],0,0,42,0,1,0,0,0,1
13,print(new_perm),0,0,15,0,0,0,0,0,0
14,"stemp = ''.join(map(str, new_perm))",1,0,35,0,0,0,1,0,1
17,print(stemp),0,0,12,0,0,0,0,0,0
18,if stemp not in cache:,0,1,22,0,0,0,0,0,0
19,cache.add(stemp),0,0,16,0,0,0,0,0,0
20,res.append(new_perm),0,0,20,0,0,1,0,0,0
21,return res,0,1,10,0,0,0,0,0,0
23,"Solution.permuteUnique(""l"", '1234')",0,0,35,0,0,0,0,0,0
0,import sys,0,1,10,0,0,0,0,0,0
1,from inline import Here,0,1,23,0,0,0,0,0,0
6,"string1 = ""abcdefg""",0,1,19,0,0,0,0,0,1
7,"string2 = ""abd""",0,0,15,0,0,0,0,0,1
9,class MWS:,0,1,10,0,0,0,0,0,0
10,"def minWindow(self, s: str, t: str) -> str:",0,1,43,0,1,0,0,0,0
11,"if t == """":",0,1,11,0,0,0,0,0,0
12,"return """"",0,1,9,0,0,0,0,0,0
14,"countT, window = {}, {}",0,0,23,0,0,0,0,0,1
15,for c in t:,0,1,11,0,0,0,0,0,0
16,"countT[c] = 1 + countT.get(c, 0)",0,0,32,0,1,0,0,0,1
18,"have, need = 0, len(countT)",0,0,27,0,0,0,0,0,1
19,"res, resLen = [-1, -1], float(""infinity"")",0,0,41,0,1,0,0,0,1
20,l = 0,0,0,5,0,0,0,0,0,1
21,for r in range(len(s)):,0,1,23,0,0,0,0,0,0
22,c = s[r],0,0,8,0,0,0,0,0,1
23,"window[c] = 1 + window.get(c, 0)",0,0,32,0,1,0,0,0,1
25,if c in countT and window[c] == countT[c]:,0,1,42,0,0,0,0,0,0
26,have += 1,0,0,9,0,1,0,0,0,1
28,while have == need:,0,1,19,0,0,0,0,0,0
30,if (r - l + 1) < resLen:,0,1,24,0,1,0,0,0,0
31,"res = [l, r]",0,0,12,0,0,0,0,0,1
32,resLen = r - l + 1,0,0,18,0,1,0,0,0,1
34,window[s[l]] -= 1,0,0,17,0,1,0,0,0,1
35,if s[l] in countT and window[s[l]] < countT[s[l]]:,0,1,50,0,0,0,0,0,0
36,have -= 1,0,0,9,0,1,0,0,0,1
37,l += 1,0,0,6,0,1,0,0,0,1
38,"l, r = res",0,0,10,0,0,0,0,0,1
39,"return s[l : r + 1] if resLen != float(""infinity"") else """"",0,1,58,0,1,0,0,0,1
41,"def check(self, s: str, t: str) -> bool:",0,1,40,0,1,0,0,0,0
42,set1 = set(s),0,0,13,0,0,0,0,0,1
43,set2 = set(t),0,0,13,0,0,0,0,0,1
45,for c in set2:,0,1,14,0,0,0,0,0,0
46,if c not in set1:,0,1,17,0,0,0,0,0,0
47,return False,0,1,12,0,0,0,0,0,0
49,return True,0,1,11,0,0,0,0,0,0
51,mws = MWS(),0,0,11,0,0,0,0,0,1
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"text = ""This is a string with multiple words and numbers 1234567890.""",0,0,69,0,0,0,0,0,1
3,num = 10,0,0,8,0,0,0,0,0,1
6,result = bin(num),0,0,17,0,0,0,0,0,1
7,"print(""Binary representation of num: "", result)",0,0,47,0,0,0,0,0,0
10,count = 0,0,0,9,0,0,0,0,0,1
11,while num:,0,1,10,0,0,0,0,0,0
12,count += num & 1,0,0,16,0,1,0,0,1,1
13,num >>= 1,0,0,9,0,0,0,0,1,1
14,"print(""Number of set bits: "", count)",0,0,36,0,0,0,0,0,0
17,binary = bin(num)[2:],0,0,21,0,0,0,0,0,1
18,result = binary[::-1],0,0,21,0,1,0,0,0,1
19,"print(""Reversed binary representation: "", result)",0,0,49,0,0,0,0,0,0
22,num = num ^ (1 << (3 - 1)),0,0,26,0,1,0,0,1,1
23,"print(""Number after toggling 3rd bit: "", num)",0,0,45,0,0,0,0,0,0
26,"result = int(binary, 2)",0,0,23,0,0,0,0,0,1
27,"print(""Integer representation of binary: "", result)",0,0,51,0,0,0,0,0,0
30,result = text[::-1],0,0,19,0,1,0,0,0,1
31,"print(""Reversed text: "", result)",0,0,32,0,0,0,0,0,0
34,result = text.split(),0,0,21,0,0,0,0,0,1
35,"print(""Text split by whitespace: "", result)",0,0,43,0,0,0,0,0,0
38,"result = ""-"".join(text.split())",0,0,31,0,1,0,1,0,1
39,"print(""Text joined with '-': "", result)",0,0,39,0,1,0,1,0,0
42,result = len(text),0,0,18,0,0,0,0,0,1
43,"print(""Length of text: "", result)",0,0,33,0,0,0,0,0,0
46,result = text.upper(),0,0,21,0,0,0,0,0,1
47,"print(""Text in uppercase: "", result)",0,1,36,0,0,0,0,0,0
50,result = text.lower(),0,0,21,0,0,0,1,0,1
51,"print(""Text in lowercase: "", result)",0,1,36,0,0,0,1,0,0
54,"result = text.replace(""is"", ""was"")",0,1,34,0,0,0,1,0,1
55,"print(""Text with 'is' replaced: "", result)",0,0,42,0,0,0,1,0,0
58,result = [c for c in text],1,1,26,0,0,0,0,0,1
60,"print(""Text split into individual characters: "", result)
",0,0,57,0,0,0,0,0,0
0,from inline import Here,0,1,23,0,0,0,0,0,0
2,"def _split(self, data):",0,1,23,0,0,0,0,0,0
3,"""""""",0,0,3,0,0,0,0,0,0
4,Split the Type 1 font into its three main parts.,0,0,48,0,0,0,0,0,0
6,"The three parts are: (1) the cleartext part, which ends in a",0,0,60,0,0,1,0,0,0
7,"eexec operator; (2) the encrypted part; (3) the fixed part,",0,0,59,0,0,0,0,0,0
8,which contains 512 ASCII zeros possibly divided on various,0,0,58,0,0,0,0,0,0
9,"lines, a cleartomark operator, and possibly something else.",0,1,59,0,0,1,0,0,0
10,"""""""",0,0,3,0,0,0,0,0,0
14,"idx = data.index(b""eexec"")",1,0,26,0,0,0,0,0,1
16,"idx += len(b""eexec"")",1,0,20,0,1,0,0,0,1
18,"while data[idx] in b"" \t\r\n"":",0,1,30,0,0,0,0,0,0
19,idx += 1,0,0,8,0,1,0,0,0,1
20,len1 = idx,0,0,10,0,0,0,0,0,1
24,"idx = data.rindex(b""cleartomark"") - 1",1,0,37,0,1,1,0,0,1
26,zeros = 512,0,0,11,0,0,0,0,0,1
27,"while zeros and data[idx] in b""0"" or data[idx] in b""\r\n"":",0,1,58,0,0,0,0,0,0
28,"if data[idx] in b""0"":",0,1,21,0,0,0,0,0,0
29,zeros -= 1,0,0,10,0,1,0,0,0,1
30,idx -= 1,0,0,8,0,1,0,0,0,1
32,if zeros:,0,1,9,0,0,0,0,0,0
35,"_log.info(""Insufficiently many zeros in Type 1 font"")",0,0,53,0,0,0,0,0,0
41,idx1 = len1 + ((idx - len1 + 2) & ~1)  ,0,0,39,0,1,0,0,1,1
